GeneID,Length,logFC,logCPM,F,PValue,FDR,
Bet1,534,-0.062721396,5.019374672,0.336291836,0.582240747,0.917308514,
,,,,,,,
Myd88,1961,-0.059248845,5.786055275,0.336030259,0.582383799,0.917308514,
,,,,,,,
A2bp1_v3,335,0.07561493,2.543063457,0.335738899,0.582543228,0.917308514,
,,,,,,,
Hrb98DE_v2,1577,-0.052179908,6.561393728,0.335658664,0.582587149,0.917308514,
,,,,,,,
Synd,2423,0.135108511,6.403048853,0.335521678,0.582662151,0.917308514,
,,,,,,,
CG4646,1089,0.071812331,5.739842211,0.335172098,0.582853647,0.917308514,
,,,,,,,
CG40042,876,-0.066882452,6.690566925,0.335003418,0.582946097,0.917308514,
,,,,,,,
MSBP,1552,-0.047885458,6.673097298,0.334286383,0.583339446,0.917308514,
,,,,,,,
CG3355,876,0.081410929,2.040220658,0.333788535,0.583612894,0.917308514,
,,,,,,,
Ir25a,2982,0.051813168,6.955662314,0.333553175,0.583742264,0.917308514,
,,,,,,,
Mtr3,815,0.081143099,4.535822004,0.333524265,0.583758159,0.917308514,
,,,,,,,
CG18508,385,-0.083938049,2.673043314,0.333459996,0.583793499,0.917308514,
,,,,,,,
dnk,709,-0.051359172,7.848843985,0.333113905,0.583983885,0.917308514,
,,,,,,,
Cdc27,3165,0.047235714,8.583795857,0.332987405,0.584053507,0.917308514,
,,,,,,,
EloA_v2,1428,0.050216133,6.957714543,0.332774241,0.584170867,0.917308514,
,,,,,,,
CG10877,1458,0.081480687,2.76445868,0.332587549,0.584273695,0.917308514,
,,,,,,,
CG11309_v4,1094,-0.054110878,5.948712535,0.332174739,0.584501206,0.917308514,
,,,,,,,
CREG,744,-0.061965676,7.429068229,0.331753165,0.584733747,0.917308514,
,,,,,,,
CG12859,454,0.079824606,5.689131256,0.331176382,0.585052227,0.917308514,
,,,,,,,
pug,2933,-0.060953515,5.44614835,0.331146976,0.585068474,0.917308514,
,,,,,,,
lola eval 2e-07,661,0.080418289,2.477686852,0.330773978,0.585274646,0.917308514,
,,,,,,,
bel,2810,0.082129292,9.609486535,0.330749758,0.585288039,0.917308514,
,,,,,,,
SLC5A11_v2,566,-0.115054353,0.96404371,0.330599093,0.585371367,0.917308514,
,,,,,,,
AAEL008112-PA [Aedes aegypti] eval 5e-34,1805,-0.057574698,6.022390826,0.330470682,0.585442407,0.917308514,
,,,,,,,
CG5262_v2,1610,-0.061453388,6.296782011,0.33026187,0.585557968,0.917308514,
,,,,,,,
CG34117,375,0.070617786,4.089294226,0.330223064,0.585579449,0.917308514,
,,,,,,,
CG8239,1652,0.064116782,7.290121603,0.3298698,0.585775082,0.917308514,
,,,,,,,
zip,7175,0.099765805,8.390874594,0.329476797,0.585992889,0.917308514,
,,,,,,,
dgrn,1151,0.053824065,8.064519247,0.329363253,0.586055849,0.917308514,
,,,,,,,
CG9531,932,-0.074891644,3.447236862,0.329195339,0.586148985,0.917308514,
,,,,,,,
Patronin_v2,2590,0.087768187,6.447386356,0.328716808,0.586414587,0.917308514,
,,,,,,,
Klp64D,2482,0.051478283,7.022888656,0.328536971,0.586514472,0.917308514,
,,,,,,,
Mkrn1,1689,-0.049250379,8.593804033,0.328515743,0.586526264,0.917308514,
,,,,,,,
Osbp,3545,0.064351919,7.808194675,0.328483838,0.586543989,0.917308514,
,,,,,,,
CG9117,559,0.073800953,2.628063742,0.328264211,0.586666037,0.917308514,
,,,,,,,
lola,3333,-0.061121045,7.549474982,0.328141874,0.586734045,0.917308514,
,,,,,,,
CG10424,1600,-0.063135453,6.670307555,0.328035537,0.586793171,0.917308514,
,,,,,,,
CG2254_v2,1260,0.058984342,6.061945912,0.327888595,0.586874898,0.917308514,
,,,,,,,
erm_v2,2259,0.052332378,6.104257878,0.327685077,0.586988132,0.917308514,
,,,,,,,
Atg1,3350,-0.053365781,6.874036023,0.32755978,0.587057869,0.917308514,
,,,,,,,
CG12267,1589,0.078917218,4.778151508,0.327469904,0.587107903,0.917308514,
,,,,,,,
CG33672 eval 3e-07,629,0.068720369,5.541726813,0.327364822,0.587166413,0.917308514,
,,,,,,,
l(1)G0020,3086,0.05943082,6.29166408,0.326783187,0.587490505,0.917347556,
,,,,,,,
CG3160,3589,-0.053779486,6.493395639,0.326322503,0.58774748,0.917347556,
,,,,,,,
MESK4,1092,0.049747594,8.721211035,0.326322437,0.587747517,0.917347556,
,,,,,,,
FBgn0030174 eval 2e-12,310,-0.084672785,2.11637664,0.325997248,0.58792906,0.917347556,
,,,,,,,
CG3529,2037,0.068132182,6.701649869,0.32583222,0.588021237,0.917347556,
,,,,,,,
CG7685,738,0.055598643,5.376012456,0.32582462,0.588025483,0.917347556,
,,,,,,,
Rab6,1688,0.048156469,6.920723068,0.325516209,0.588197835,0.917356163,
,,,,,,,
CG12702,2757,0.080922203,6.637634585,0.325317341,0.588309029,0.917356163,
,,,,,,,
Ras64B,1387,0.04837916,6.045408835,0.324851126,0.588569888,0.917546111,
,,,,,,,
Nrx-IV_v3,3133,0.065560137,3.807155865,0.323349425,0.589411857,0.918169233,
,,,,,,,
aru,4174,0.051184404,8.549881939,0.323272073,0.589455298,0.918169233,
,,,,,,,
Mcr,5914,-0.069548579,7.790075811,0.323092796,0.589556008,0.918169233,
,,,,,,,
CG10353,7066,-0.068763556,6.193549353,0.32301719,0.589598491,0.918169233,
,,,,,,,
CG14450,1158,0.060646472,3.456648116,0.322704415,0.589774314,0.918169233,
,,,,,,,
CG14200,10140,0.06057007,8.884319919,0.322497341,0.589890781,0.918169233,
,,,,,,,
pgant3,2102,0.059789626,4.603019395,0.321955297,0.59019589,0.918169233,
,,,,,,,
Fancl,1199,0.07587998,3.087796284,0.321649485,0.590368181,0.918169233,
,,,,,,,
FBgn0033538 eval 0.001,887,0.103508349,1.436626328,0.32161414,0.590388101,0.918169233,
,,,,,,,
CG4159,2149,-0.062819032,6.552193223,0.321478898,0.590464335,0.918169233,
,,,,,,,
CG31550,2219,0.054840403,5.656063514,0.321415447,0.59050011,0.918169233,
,,,,,,,
Xpac,1007,0.067814697,5.790754485,0.320900723,0.590790493,0.91840435,
,,,,,,,
CG1344,2224,-0.061889716,6.352018874,0.320208063,0.591181758,0.918796143,
,,,,,,,
RanBPM_v2,1178,-0.080440924,6.416628911,0.31976499,0.591432338,0.918942489,
,,,,,,,
CG8993,748,0.067265839,6.509665972,0.319548447,0.59155489,0.918942489,
,,,,,,,
CG5214,2310,0.047500734,7.090710193,0.319303319,0.591693686,0.918942489,
,,,,,,,
spn-D,1074,0.054959675,4.29512132,0.318955094,0.591890983,0.919032612,
,,,,,,,
FBgn0032633 eval 1e-09,448,-0.157643699,0.783006007,0.318117704,0.592366027,0.919338913,
,,,,,,,
CG41099,3861,-0.059792451,7.276505611,0.317519889,0.592705678,0.919338913,
,,,,,,,
CG5946,2040,0.048484717,6.549391176,0.317444048,0.592748799,0.919338913,
,,,,,,,
PICK1,1136,0.092079196,2.062768312,0.317409097,0.592768673,0.919338913,
,,,,,,,
CG34394,869,0.060410227,6.256211143,0.317380689,0.592784828,0.919338913,
,,,,,,,
CG30015,1013,-0.094963651,1.755147525,0.317086859,0.592951977,0.919382071,
,,,,,,,
CG8839,1834,-0.048992028,7.725231146,0.316484182,0.593295144,0.919698063,
,,,,,,,
dbo,4647,-0.101632302,6.96912072,0.314178574,0.594612054,0.921422625,
,,,,,,,
mib1,4175,-0.054184855,7.472124523,0.314047848,0.594686916,0.921422625,
,,,,,,,
sub,1797,-0.062514045,8.695562761,0.31293683,0.595324008,0.921742036,
,,,,,,,
Zip48C,2017,-0.052277521,6.829375197,0.312876324,0.595358748,0.921742036,
,,,,,,,
Rabex-5,2539,0.046597126,6.519738244,0.3126837,0.595469373,0.921742036,
,,,,,,,
AOX3,3919,-0.046157382,6.023504181,0.311831965,0.595959083,0.921742036,
,,,,,,,
CG31145,3479,0.071169765,4.163173576,0.311807931,0.595972914,0.921742036,
,,,,,,,
Zip99C,2308,-0.046187829,6.782118422,0.311540465,0.596126888,0.921742036,
,,,,,,,
FK506-bp1_v2,660,0.061962631,8.616029451,0.311321281,0.596253134,0.921742036,
,,,,,,,
CG5147,684,-0.073459112,4.78078432,0.310877383,0.596508994,0.921742036,
,,,,,,,
MFS10,2829,-0.06497066,5.242392843,0.310778202,0.596566194,0.921742036,
,,,,,,,
Inr-a,6601,-0.04956696,8.205102589,0.310686843,0.596618895,0.921742036,
,,,,,,,
CG6867,961,0.146537249,0.817311505,0.310673534,0.596626573,0.921742036,
,,,,,,,
Tango4,1462,0.050805492,7.395037648,0.310519828,0.596715264,0.921742036,
,,,,,,,
ImpE3,960,0.157020035,1.201492727,0.309990634,0.597020845,0.921742036,
,,,,,,,
CG2218,1198,-0.073485892,3.21139597,0.309953256,0.597042442,0.921742036,
,,,,,,,
CG9911,2422,-0.110488835,6.710517369,0.309691231,0.597193889,0.921742036,
,,,,,,,
MAPk-Ak2,2258,0.04466964,7.417934314,0.309598682,0.597247402,0.921742036,
,,,,,,,
Ptpmeg,4217,0.058024641,7.017548042,0.309106926,0.59753192,0.921742036,
,,,,,,,
Ucp4A,1621,0.047681276,5.776287548,0.308528138,0.597867182,0.921742036,
,,,,,,,
CycJ,1773,0.064803279,6.978225577,0.308501371,0.597882697,0.921742036,
,,,,,,,
CG4230,1657,0.097111505,5.5107448,0.308397905,0.597942677,0.921742036,
,,,,,,,
ade2,7711,0.048812183,7.970073097,0.308136605,0.598094216,0.921742036,
,,,,,,,
Rtnl1,3777,0.090615765,7.218480586,0.308030857,0.598155568,0.921742036,
,,,,,,,
Eaf,2868,-0.058761693,7.183304529,0.307855216,0.598257502,0.921742036,
,,,,,,,
woc,5958,0.04879267,7.648933035,0.307728366,0.598331143,0.921742036,
,,,,,,,
FBgn0001197 eval 1e-07,202,0.048954962,7.886213128,0.307415822,0.598512675,0.921742036,
,,,,,,,
FBgn0036342 eval 4e-06,323,0.056677083,4.499432149,0.307260827,0.598602745,0.921742036,
,,,,,,,
Hsf,2004,-0.053256181,7.694946592,0.307033395,0.598734964,0.921742036,
,,,,,,,
CG12096,1698,-0.052396,7.420940743,0.30676025,0.598893846,0.921742036,
,,,,,,,
Aldh,2483,0.052436115,8.559238323,0.306456461,0.599070664,0.921742036,
,,,,,,,
Spn_v2,2585,-0.066300797,4.656350541,0.306182673,0.59923012,0.921742036,
,,,,,,,
wdn,2602,0.051894191,6.528904869,0.305588781,0.599576337,0.921742036,
,,,,,,,
APC7,1882,-0.062028473,5.739027315,0.305302175,0.599743578,0.921742036,
,,,,,,,
CG11070,4026,0.045178753,7.238878685,0.304862037,0.600000613,0.921742036,
,,,,,,,
CG3209,2765,0.047981474,8.494672925,0.304851961,0.600006501,0.921742036,
,,,,,,,
Rab3-GAP,4095,0.082942232,7.245811168,0.304825846,0.600021759,0.921742036,
,,,,,,,
Gint3,1937,-0.056303422,7.183842604,0.304710521,0.600089154,0.921742036,
,,,,,,,
TSG101,1937,-0.052549871,7.321550594,0.304600229,0.600153624,0.921742036,
,,,,,,,
Dph5,931,0.06032598,4.776312412,0.304519422,0.600200868,0.921742036,
,,,,,,,
nst,2525,0.054996835,6.441520991,0.303828985,0.600604879,0.921973928,
,,,,,,,
CG4338,833,0.066570838,5.49528546,0.303116284,0.601022563,0.921973928,
,,,,,,,
Prosbeta7,959,0.045024975,7.250781661,0.303029309,0.60107358,0.921973928,
,,,,,,,
CG7849,1209,0.051165565,5.629422343,0.302832168,0.601189253,0.921973928,
,,,,,,,
CG15160,3833,0.0725038,7.525398662,0.302244945,0.601534108,0.921973928,
,,,,,,,
Manf,903,0.046315452,7.17667136,0.301896746,0.601738803,0.921973928,
,,,,,,,
cN-IIIB,1435,0.04745892,7.088639717,0.30167425,0.601869685,0.921973928,
,,,,,,,
stg,2971,-0.176110549,6.564819216,0.301664173,0.601875614,0.921973928,
,,,,,,,
CG30349,1809,-0.054149393,4.868842679,0.301181217,0.602159936,0.921973928,
,,,,,,,
Strn-Mlck,1911,-0.043839214,9.127376032,0.301065283,0.602228234,0.921973928,
,,,,,,,
RnrS,557,0.06003404,8.283472511,0.300950074,0.602296121,0.921973928,
,,,,,,,
CG6746_v2,452,-0.060855448,4.724761706,0.300335843,0.602658352,0.921973928,
,,,,,,,
CG32196,813,0.054288564,5.355118562,0.299797962,0.602975962,0.921973928,
,,,,,,,
CG30421,4407,0.061588333,8.457409708,0.299641273,0.603068556,0.921973928,
,,,,,,,
CG17270,1093,0.051575067,5.756210119,0.299613079,0.60308522,0.921973928,
,,,,,,,
CG5131,791,0.069076583,4.97191479,0.298373944,0.603818658,0.921973928,
,,,,,,,
GstE4,526,-0.055718974,9.113131308,0.298296586,0.603864512,0.921973928,
,,,,,,,
CG8257,1994,0.046520942,5.665880277,0.298231812,0.603902914,0.921973928,
,,,,,,,
CG2991,3515,0.045382848,6.383249505,0.298105971,0.603977536,0.921973928,
,,,,,,,
Papst2,1366,0.057654462,4.937750852,0.297779974,0.604170944,0.921973928,
,,,,,,,
mtRNApol,4148,0.047296301,7.634596066,0.29761338,0.604269836,0.921973928,
,,,,,,,
AGO2,2933,-0.063501594,5.079883488,0.297512582,0.604329688,0.921973928,
,,,,,,,
CG11504_v2,1194,0.091268213,2.17649689,0.297270052,0.604473754,0.921973928,
,,,,,,,
Hnf4,3482,0.11583255,6.051706809,0.297190279,0.604521158,0.921973928,
,,,,,,,
CG3663,1297,-0.047170143,6.389149677,0.297054093,0.604602102,0.921973928,
,,,,,,,
CG9175,1860,-0.04936396,6.837196029,0.296962241,0.604656711,0.921973928,
,,,,,,,
CG4858,887,0.061362739,4.162570394,0.296691773,0.604817575,0.921973928,
,,,,,,,
Gpdh,2965,0.054861185,6.255722002,0.296492816,0.60493597,0.921973928,
,,,,,,,
RhoGAPp190,3283,0.065257365,6.531379939,0.296444541,0.604964705,0.921973928,
,,,,,,,
CG42366,1147,-0.099984519,1.593129204,0.296182501,0.605120736,0.921973928,
,,,,,,,
Mitf,3713,0.055004237,6.860034048,0.296098594,0.605170718,0.921973928,
,,,,,,,
mor,649,0.050797362,6.083145316,0.295906976,0.605284896,0.921973928,
,,,,,,,
Hpr1,1994,0.047353049,6.041386439,0.295897151,0.605290751,0.921973928,
,,,,,,,
NitFhit,1786,0.060983061,5.447729678,0.295830414,0.60533053,0.921973928,
,,,,,,,
Atpalpha,3258,-0.056898558,6.986813837,0.29577676,0.605362515,0.921973928,
,,,,,,,
Acon,2862,0.044006952,8.869766286,0.295744786,0.605381577,0.921973928,
,,,,,,,
erm,1369,-0.07672116,2.787140169,0.295256121,0.605673083,0.922205047,
,,,,,,,
CG11200,1459,-0.053588771,5.241001976,0.294397062,0.606186319,0.922773591,
,,,,,,,
PIG-S,1686,-0.046021974,5.522522533,0.293699539,0.606603778,0.923196109,
,,,,,,,
Lpin,3556,-0.07778952,8.035331975,0.292483197,0.607333318,0.924031756,
,,,,,,,
CG9143,3565,0.051287022,7.612330129,0.292317413,0.607432908,0.924031756,
,,,,,,,
beta-Spec,7718,-0.072595962,8.77855524,0.291569332,0.60788276,0.924331988,
,,,,,,,
spen,16826,0.074111531,8.397129476,0.291523385,0.607910415,0.924331988,
,,,,,,,
pre-lola-G,1456,0.065192241,4.828964706,0.291137199,0.608142968,0.924472574,
,,,,,,,
Sin,1428,-0.05296605,5.653087457,0.289718892,0.608998796,0.925358929,
,,,,,,,
Vha36-1,1237,0.045226327,6.788566649,0.289682053,0.609021062,0.925358929,
,,,,,,,
Trxr-1,2127,-0.054819027,8.945740898,0.289474216,0.609146717,0.925358929,
,,,,,,,
CG33511,1004,-0.089830434,2.442858763,0.28762213,0.610269099,0.926850583,
,,,,,,,
CG16890,881,0.060549932,3.81911007,0.287050398,0.610616537,0.927164871,
,,,,,,,
Pp1alpha-96A,2794,0.076152261,7.487614658,0.286639536,0.610866497,0.927301083,
,,,,,,,
CG42327,1661,0.062267478,7.17705076,0.286274108,0.611089014,0.927301083,
,,,,,,,
U4-U6-60K,1716,0.047172914,5.424994748,0.286210429,0.611127809,0.927301083,
,,,,,,,
KdelR_v4,1435,0.084849363,2.816375528,0.283925972,0.612523327,0.928681267,
,,,,,,,
CG15771,2368,0.069434166,5.971008593,0.283279065,0.612919848,0.928681267,
,,,,,,,
Aats-leu,2821,-0.051778696,6.711354883,0.28318466,0.612977763,0.928681267,
,,,,,,,
CG13001,1135,-0.045693967,5.523107843,0.282665923,0.613296222,0.928681267,
,,,,,,,
CG33230,1570,-0.050477785,4.749744257,0.282330166,0.613502552,0.928681267,
,,,,,,,
CG30460_v2,752,-0.111044553,0.916446601,0.281240099,0.614173535,0.928681267,
,,,,,,,
APC4,2118,0.045280406,6.310451573,0.281189714,0.614204591,0.928681267,
,,,,,,,
CG10082,4071,0.048321383,6.861618541,0.281012221,0.614314019,0.928681267,
,,,,,,,
serine/threonine protein kinase [Culex quinquefasciatus] eval 7e-76,3691,-0.066992258,4.49967885,0.280815687,0.61443524,0.928681267,
,,,,,,,
Oatp30B,4888,-0.044232692,6.501471195,0.280806911,0.614440655,0.928681267,
,,,,,,,
CG6180,795,0.05955848,8.318719402,0.280590578,0.614574155,0.928681267,
,,,,,,,
CG2519_v2,850,-0.04893774,4.992280207,0.280305643,0.614750092,0.928681267,
,,,,,,,
FBgn0031006 eval 0.003,355,-0.111578514,1.372358494,0.280103268,0.614875123,0.928681267,
,,,,,,,
wapl,5125,0.07742512,7.67787156,0.279968266,0.614958563,0.928681267,
,,,,,,,
FBgn0004924 eval 1e-06,537,0.045553565,7.148228114,0.27991447,0.61499182,0.928681267,
,,,,,,,
CG13531,5790,0.083171232,6.881832134,0.279842539,0.615036293,0.928681267,
,,,,,,,
rtet,2709,0.050695517,6.678801325,0.279649076,0.615155947,0.928681267,
,,,,,,,
CG6729,3105,-0.047257593,8.404162129,0.279441352,0.615284481,0.928681267,
,,,,,,,
CG18766,1350,-0.066335911,6.581774354,0.279381617,0.615321454,0.928681267,
,,,,,,,
CG16812,1629,0.045870548,7.365671416,0.278594104,0.615809383,0.928681267,
,,,,,,,
mats,2078,-0.05174562,7.061468882,0.277816077,0.616292322,0.928681267,
,,,,,,,
Pbp49,2167,-0.050693013,5.488605549,0.277785233,0.616311486,0.928681267,
,,,,,,,
ear_v2,2314,0.045633385,6.996831783,0.277434161,0.61652971,0.928681267,
,,,,,,,
Fkbp14,1703,0.050067823,5.935692091,0.277256167,0.616640419,0.928681267,
,,,,,,,
PP2A-B',1920,-0.048379658,7.927581541,0.277020665,0.616786968,0.928681267,
,,,,,,,
gwl,1772,0.059088833,6.575836399,0.27661523,0.617039455,0.928681267,
,,,,,,,
CG31075,1672,-0.062152349,9.602126427,0.276455927,0.617138728,0.928681267,
,,,,,,,
brn,1867,-0.048890537,6.042322155,0.276408964,0.617168001,0.928681267,
,,,,,,,
Blos3,610,-0.063889875,2.95119407,0.27616414,0.617320658,0.928681267,
,,,,,,,
CG15019,532,0.065739479,6.311154863,0.27616349,0.617321064,0.928681267,
,,,,,,,
Mgat2,2602,-0.057223105,4.147081623,0.275734445,0.617588803,0.928681267,
,,,,,,,
kto,7224,-0.057265554,8.011749542,0.275459077,0.617760786,0.928681267,
,,,,,,,
pzg,3275,0.075811525,8.556222875,0.275375157,0.617813221,0.928681267,
,,,,,,,
Rim2,2997,0.107044685,5.410156399,0.275320879,0.617847141,0.928681267,
,,,,,,,
CG42709,2647,0.07895548,6.242785086,0.275271504,0.617878,0.928681267,
,,,,,,,
G9a,5582,0.042450088,6.948595206,0.275027944,0.618030278,0.928681267,
,,,,,,,
pdgy,2935,0.04601631,7.118733911,0.274572557,0.618315232,0.928681267,
,,,,,,,
Hrb87F,1262,0.06598434,7.330805428,0.27444872,0.618392775,0.928681267,
,,,,,,,
Psa_v2,3039,0.04852553,8.413206915,0.274369652,0.618442296,0.928681267,
,,,,,,,
Bin1_v2,478,-0.058422807,5.218590436,0.274245073,0.618520341,0.928681267,
,,,,,,,
CG6574,2125,0.063004595,5.919280304,0.274161837,0.618572499,0.928681267,
,,,,,,,
mod(mdg4)_v9,637,0.058277083,3.802891142,0.273861574,0.618760738,0.928681267,
,,,,,,,
Corin_v2,1705,0.074233001,2.707532389,0.27340319,0.619048365,0.928681267,
,,,,,,,
Prosbeta4,707,0.05677332,6.503827108,0.273369882,0.619069277,0.928681267,
,,,,,,,
fwd,5525,0.051285324,8.295819081,0.27334259,0.619086413,0.928681267,
,,,,,,,
CG15443,1201,0.052740031,6.348685563,0.272954497,0.619330214,0.928681267,
,,,,,,,
AAEL007487-PA [Aedes aegypti] eval 2e-93,858,0.054729001,3.864146101,0.272843578,0.619399935,0.928681267,
,,,,,,,
hdm,492,0.116066863,1.994549567,0.272707981,0.619485194,0.928681267,
,,,,,,,
CG1943,1155,0.060607665,9.313762949,0.272458172,0.619642337,0.928681267,
,,,,,,,
Aats-tyr,1146,-0.050729678,6.632768679,0.272296784,0.619743908,0.928681267,
,,,,,,,
CG6746,994,-0.047708033,5.976600546,0.272058006,0.619894258,0.928681267,
,,,,,,,
CG17683,1665,-0.05376511,6.103369614,0.271920298,0.619981007,0.928681267,
,,,,,,,
godzilla,2029,0.046724473,7.276897536,0.2718694,0.620013077,0.928681267,
,,,,,,,
LSm-4,1138,-0.059728251,4.390268072,0.271666569,0.620140917,0.928681267,
,,,,,,,
CG11807,1808,0.051106074,5.685173493,0.271664431,0.620142265,0.928681267,
,,,,,,,
Buffy,1390,0.082401196,2.576644344,0.271602471,0.62018133,0.928681267,
,,,,,,,
Rrp1,2167,-0.069435771,7.517516226,0.271442357,0.620282306,0.928681267,
,,,,,,,
Ssb-c31a,631,-0.0655439,6.812108772,0.271191407,0.620440646,0.928681267,
,,,,,,,
Psc,6440,0.063495451,6.293000766,0.27099769,0.620562939,0.928681267,
,,,,,,,
RhoGAP54D,3270,-0.048256325,6.919032389,0.270208071,0.621062014,0.928681267,
,,,,,,,
CG13097,2013,0.054747534,7.259770518,0.27019604,0.621069626,0.928681267,
,,,,,,,
CG8635,1460,0.041206135,7.232353662,0.269962744,0.621217265,0.928681267,
,,,,,,,
GlyS,2647,0.053551041,7.663432627,0.269940781,0.621231168,0.928681267,
,,,,,,,
siz,5149,0.070247152,6.78235564,0.26982205,0.621306342,0.928681267,
,,,,,,,
CG17680,580,-0.07243462,4.912089837,0.26939192,0.621578856,0.928681267,
,,,,,,,
Hph,2065,0.075440394,7.342899205,0.269190439,0.621706604,0.928681267,
,,,,,,,
CG32202,481,0.05616273,4.878137785,0.268961776,0.621851662,0.928681267,
,,,,,,,
CG9667,1091,0.050266803,5.983433681,0.268859865,0.621916337,0.928681267,
,,,,,,,
CG5056,1445,0.048445194,6.856908196,0.268464707,0.622167266,0.928681267,
,,,,,,,
ash2,1808,-0.058738475,6.91069328,0.268406802,0.622204056,0.928681267,
,,,,,,,
CkIIbeta,978,0.044700758,7.033805487,0.268393161,0.622212724,0.928681267,
,,,,,,,
eIF2B-epsilon,2066,0.045800466,6.411690309,0.26838412,0.622218468,0.928681267,
,,,,,,,
CG4278,998,0.050325356,6.605053629,0.268118075,0.622387577,0.928681267,
,,,,,,,
Claspin,1288,0.047859936,6.596633145,0.268017604,0.622451469,0.928681267,
,,,,,,,
Ipk1,1278,0.098792387,1.79012093,0.267539124,0.622755959,0.928737688,
,,,,,,,
brm,5417,0.063431743,8.323075508,0.267515873,0.622770764,0.928737688,
,,,,,,,
CG15100,2796,-0.062655836,8.271917081,0.266887476,0.623171215,0.929124909,
,,,,,,,
alphaTub84D,303,0.053764868,8.768193624,0.265734003,0.62390787,0.929875625,
,,,,,,,
CG17493,1119,0.052232527,5.104471182,0.265380736,0.624133895,0.929875625,
,,,,,,,
Tango10,2061,0.04683027,6.846693821,0.265228859,0.624231128,0.929875625,
,,,,,,,
CG5548,499,0.058656564,5.55409031,0.265217546,0.624238372,0.929875625,
,,,,,,,
norpA,4323,0.07824465,5.588254273,0.264282271,0.624837955,0.930043217,
,,,,,,,
l(2)35Di,573,0.053879215,7.005150801,0.264125746,0.624938434,0.930043217,
,,,,,,,
Vha14-1,549,0.06845969,5.737978534,0.264092577,0.624959731,0.930043217,
,,,,,,,
CG42514,1714,0.048426882,4.354638932,0.263760427,0.625173094,0.930043217,
,,,,,,,
Aps,2660,0.045609609,7.297558607,0.263701335,0.625211071,0.930043217,
,,,,,,,
FBgn0041203 eval 6e-05,1917,-0.082051308,3.591363664,0.263673135,0.625229197,0.930043217,
,,,,,,,
CG8771,5666,0.081639558,6.171727868,0.263361215,0.625429766,0.930043217,
,,,,,,,
CG13957,2531,0.045019168,7.201433053,0.263274448,0.625485586,0.930043217,
,,,,,,,
CG13671,502,-0.060783616,3.42872056,0.263066657,0.625619312,0.930043217,
,,,,,,,
Taf2,3783,-0.04721959,7.601248287,0.262130529,0.626222617,0.930604721,
,,,,,,,
Ide,3399,-0.04251689,7.294665482,0.262043047,0.626279068,0.930604721,
,,,,,,,
CG7988,756,0.064832097,4.641764371,0.261534558,0.626607427,0.930883028,
,,,,,,,
CG5590,1603,0.042256729,7.809289682,0.260853261,0.627048024,0.931165107,
,,,,,,,
sun,332,0.070790267,5.724906743,0.260804607,0.627079518,0.931165107,
,,,,,,,
Snup,1146,0.060609285,6.446223035,0.260186268,0.627480091,0.931350311,
